POLICY: First Fit	MEMORY SIZE: 1024


NUMBER 	SEQUENCE 	SIZE 	ADR 	MEMORY LEFT 	LARGEST CHUNK
	1 	alloc 		99744 	0 		948832 		948832
	2 	alloc 		111776 	99744 		837056 		837056
	3 	alloc 		64864 	211520 		772192 		772192
	4 	alloc 		91552 	276384 		680640 		680640
	5 	free 		111776 	0 		792416 		680640
	6 	free 		91552 	0 		883968 		772192
	7 	alloc 		5600 	99744 		878368 		772192
	8 	alloc 		110304 	276384 		768064 		661888
	9 	alloc 		78688 	105344 		689376 		661888
	10 	alloc 		8032 	184032 		681344 		661888
	11 	alloc 		27872 	386688 		653472 		634016
	12 	alloc 		72992 	414560 		580480 		561024
	13 	alloc 		4960 	192064 		575520 		561024
	14 	alloc 		58400 	487552 		517120 		502624
	15 	alloc 		84640 	545952 		432480 		417984
	16 	free 		78688 	0 		511168 		417984
	17 	alloc 		25760 	105344 		485408 		417984
	18 	free 		5600 	0 		491008 		417984
	19 	free 		64864 	0 		555872 		417984
	20 	alloc 		6496 	131104 		549376 		417984
	21 	alloc 		118240 	630592 		431136 		299744
	22 	free 		27872 	0 		459008 		299744
	23 	alloc 		44448 	137600 		414560 		299744
	24 	free 		8032 	0 		422592 		299744
	25 	alloc 		113440 	748832 		309152 		186304
	26 	free 		99744 	0 		408896 		186304
	27 	free 		118240 	0 		527136 		186304
	28 	free 		6496 	0 		533632 		186304
	29 	free 		84640 	0 		618272 		202880
	30 	alloc 		115040 	545952 		503232 		186304
	31 	free 		25760 	0 		528992 		186304
	32 	alloc 		55072 	0 		473920 		186304
	33 	free 		4960 	0 		478880 		186304
	34 	free 		44448 	0 		523328 		221312
	35 	free 		55072 	0 		578400 		276384
	36 	alloc 		57312 	0 		521088 		219072
	37 	alloc 		101408 	57312 		419680 		186304
	38 	free 		110304 	0 		529984 		255840
	39 	free 		72992 	0 		602976 		328832
	40 	free 		58400 	0 		661376 		387232
	41 	alloc 		71328 	158720 		590048 		315904
	42 	alloc 		26144 	230048 		563904 		289760
	43 	alloc 		55968 	256192 		507936 		233792
	44 	alloc 		17824 	312160 		490112 		215968
	45 	free 		26144 	0 		516256 		215968
	46 	free 		57312 	0 		573568 		215968
	47 	alloc 		49120 	0 		524448 		215968
	48 	free 		71328 	0 		595776 		215968
	49 	alloc 		87200 	158720 		508576 		215968
	50 	alloc 		16928 	329984 		491648 		199040
	51 	alloc 		10848 	346912 		480800 		188192
	52 	free 		16928 	0 		497728 		188192
	53 	free 		87200 	0 		584928 		188192
	54 	alloc 		110112 	357760 		474816 		186304
	55 	free 		113440 	0 		588256 		387584
	56 	alloc 		36640 	158720 		551616 		387584
	57 	free 		110112 	0 		661728 		387584
	58 	alloc 		90592 	357760 		571136 		387584
	59 	alloc 		32 	49120 		571104 		387584
	60 	free 		115040 	0 		686144 		600224
	61 	alloc 		57312 	195360 		628832 		600224
	62 	alloc 		113952 	448352 		514880 		486272
	63 	free 		101408 	0 		616288 		486272
	64 	alloc 		88160 	49152 		528128 		486272
	65 	free 		55968 	0 		584096 		486272
	66 	free 		10848 	0 		594944 		486272
	67 	alloc 		35424 	252672 		559520 		486272
	68 	alloc 		7584 	137312 		551936 		486272
	69 	free 		49120 	0 		601056 		486272
	70 	free 		7584 	0 		608640 		486272
	71 	alloc 		60960 	562304 		547680 		425312
	72 	alloc 		36704 	0 		510976 		425312
	73 	free 		90592 	0 		601568 		425312
	74 	free 		17824 	0 		619392 		425312
	75 	alloc 		44512 	288096 		574880 		425312
	76 	alloc 		34656 	332608 		540224 		425312
	77 	free 		32 	0 		540256 		425312
	78 	alloc 		85024 	623264 		455232 		340288
	79 	free 		36640 	0 		491872 		340288
	80 	alloc 		42080 	137312 		449792 		340288
	81 	alloc 		39520 	367264 		410272 		340288
	82 	alloc 		79840 	708288 		330432 		260448
	83 	free 		42080 	0 		372512 		260448
	84 	free 		57312 	0 		429824 		260448
	85 	alloc 		79840 	137312 		349984 		260448
	86 	alloc 		110816 	788128 		239168 		149632
	87 	alloc 		61664 	898944 		177504 		87968
	88 	alloc 		51808 	960608 		125696 		41568
	89 	alloc 		53152 	-1 		125696 		41568
	90 	free 		35424 	0 		161120 		70944
	91 	free 		113952 	0 		275072 		155520
	92 	free 		85024 	0 		360096 		155520
	93 	free 		88160 	0 		448256 		155520
	94 	free 		44512 	0 		492768 		155520
	95 	free 		36704 	0 		529472 		155520
	96 	free 		34656 	0 		564128 		155520
	97 	free 		39520 	0 		603648 		345152
	98 	alloc 		40736 	0 		562912 		345152
	99 	alloc 		108192 	217152 		454720 		236960
	100 	free 		60960 	0 		515680 		382944
	101 	free 		79840 	0 		595520 		382944
	102 	alloc 		43552 	40736 		551968 		382944
	103 	alloc 		95840 	84288 		456128 		382944
	104 	free 		40736 	0 		496864 		382944
	105 	free 		53152 	-1 		496864 		382944
	106 	free 		95840 	0 		592704 		382944
	107 	alloc 		10464 	0 		582240 		382944
	108 	alloc 		51552 	84288 		530688 		382944
	109 	free 		110816 	0 		641504 		382944
	110 	free 		51552 	0 		693056 		382944
	111 	alloc 		31200 	84288 		661856 		382944
	112 	free 		79840 	0 		741696 		573600
	113 	free 		51808 	0 		793504 		573600
	114 	alloc 		63648 	115488 		729856 		573600
	115 	free 		61664 	0 		791520 		723232
	116 	free 		108192 	0 		899712 		869440
	117 	alloc 		96480 	179136 		803232 		772960
	118 	alloc 		44832 	275616 		758400 		728128
	119 	alloc 		24864 	10464 		733536 		728128
	120 	free 		24864 	0 		758400 		728128
	121 	alloc 		80224 	320448 		678176 		647904
	122 	alloc 		91680 	400672 		586496 		556224
	123 	free 		10464 	0 		596960 		556224
	124 	alloc 		94752 	492352 		502208 		461472
	125 	alloc 		113376 	587104 		388832 		348096
	126 	alloc 		82272 	700480 		306560 		265824
	127 	free 		43552 	0 		350112 		265824
	128 	free 		31200 	0 		381312 		265824
	129 	alloc 		124832 	782752 		256480 		140992
	130 	alloc 		45664 	0 		210816 		140992
	131 	free 		63648 	0 		274464 		140992
	132 	alloc 		94432 	45664 		180032 		140992
	133 	free 		82272 	0 		262304 		140992
	134 	free 		94752 	0 		357056 		140992
	135 	free 		91680 	0 		448736 		186432
	136 	alloc 		44192 	400672 		404544 		142240
	137 	free 		94432 	0 		498976 		142240
	138 	alloc 		93856 	45664 		405120 		142240
	139 	alloc 		124064 	444864 		281056 		140992
	140 	free 		44192 	0 		325248 		140992
	141 	free 		44832 	0 		370080 		140992
	142 	free 		80224 	0 		450304 		169248
	143 	alloc 		24288 	139520 		426016 		169248
	144 	free 		96480 	0 		522496 		281056
	145 	free 		124064 	0 		646560 		423296
	146 	free 		113376 	0 		759936 		618944
	147 	alloc 		84000 	163808 		675936 		534944
	148 	alloc 		62688 	247808 		613248 		472256
	149 	free 		84000 	0 		697248 		472256
	150 	free 		124832 	0 		822080 		738080
	151 	alloc 		123104 	310496 		698976 		614976
	152 	alloc 		84384 	433600 		614592 		530592
	153 	alloc 		67936 	163808 		546656 		530592
	154 	alloc 		67872 	517984 		478784 		462720
	155 	free 		62688 	0 		541472 		462720
	156 	free 		45664 	0 		587136 		462720
	157 	alloc 		91104 	585856 		496032 		371616
	158 	alloc 		21280 	0 		474752 		371616
	159 	alloc 		8480 	21280 		466272 		371616
	160 	free 		93856 	0 		560128 		371616
	161 	alloc 		27872 	29760 		532256 		371616
	162 	alloc 		30304 	57632 		501952 		371616
	163 	alloc 		44256 	87936 		457696 		371616
	164 	free 		21280 	0 		478976 		371616
	165 	alloc 		93408 	676960 		385568 		278208
	166 	alloc 		46368 	231744 		339200 		278208
	167 	alloc 		47584 	770368 		291616 		230624
	168 	free 		91104 	0 		382720 		230624
	169 	free 		44256 	0 		426976 		230624
	170 	free 		123104 	0 		550080 		230624
	171 	free 		24288 	0 		574368 		230624
	172 	alloc 		122528 	278112 		451840 		230624
	173 	alloc 		56800 	87936 		395040 		230624
	174 	free 		67936 	0 		462976 		230624
	175 	free 		67872 	0 		530848 		230624
	176 	alloc 		69984 	144736 		460864 		230624
	177 	free 		84384 	0 		545248 		276320
	178 	alloc 		92448 	400640 		452800 		230624
	179 	alloc 		18400 	0 		434400 		230624
	180 	free 		27872 	0 		462272 		230624
	181 	free 		8480 	0 		470752 		230624
	182 	free 		122528 	0 		593280 		230624
	183 	free 		30304 	0 		623584 		230624
	184 	alloc 		74080 	278112 		549504 		230624
	185 	alloc 		114656 	493088 		434848 		230624
	186 	alloc 		93216 	817952 		341632 		137408
	187 	alloc 		103776 	911168 		237856 		69536
	188 	alloc 		3936 	18400 		233920 		69216
	189 	free 		46368 	0 		280288 		69216
	190 	free 		93408 	0 		373696 		162624
	191 	free 		69984 	0 		443680 		162624
	192 	free 		47584 	0 		491264 		210208
	193 	alloc 		94240 	144736 		397024 		210208
	194 	free 		93216 	0 		490240 		303424
	195 	free 		18400 	0 		508640 		303424
	196 	alloc 		112480 	607744 		396160 		190944
	197 	free 		56800 	0 		452960 		190944
	198 	free 		103776 	0 		556736 		328352
	199 	alloc 		102560 	22336 		454176 		328352
	200 	alloc 		91424 	720224 		362752 		236928
	201 	alloc 		69472 	811648 		293280 		167456
	202 	alloc 		15328 	0 		277952 		167456
	203 	alloc 		14240 	124896 		263712 		167456
