POLICY: Best Fit	MEMORY SIZE: 512


NUMBER 	SEQUENCE 	SIZE 	ADR 	MEMORY LEFT 	LARGEST CHUNK
	1 	alloc 		99744 	-1 		524288 		524288
	2 	alloc 		111776 	-1 		524288 		524288
	3 	alloc 		64864 	-1 		524288 		524288
	4 	alloc 		91552 	-1 		524288 		524288
	5 	free 		111776 	-1 		524288 		524288
	6 	free 		91552 	-1 		524288 		524288
	7 	alloc 		5600 	-1 		524288 		524288
	8 	alloc 		110304 	-1 		524288 		524288
	9 	alloc 		78688 	-1 		524288 		524288
	10 	alloc 		8032 	-1 		524288 		524288
	11 	alloc 		27872 	-1 		524288 		524288
	12 	alloc 		72992 	-1 		524288 		524288
	13 	alloc 		4960 	-1 		524288 		524288
	14 	alloc 		58400 	-1 		524288 		524288
	15 	alloc 		84640 	-1 		524288 		524288
	16 	free 		78688 	-1 		524288 		524288
	17 	alloc 		25760 	-1 		524288 		524288
	18 	free 		5600 	-1 		524288 		524288
	19 	free 		64864 	-1 		524288 		524288
	20 	alloc 		6496 	-1 		524288 		524288
	21 	alloc 		118240 	-1 		524288 		524288
	22 	free 		27872 	-1 		524288 		524288
	23 	alloc 		44448 	-1 		524288 		524288
	24 	free 		8032 	-1 		524288 		524288
	25 	alloc 		113440 	-1 		524288 		524288
	26 	free 		99744 	-1 		524288 		524288
	27 	free 		118240 	-1 		524288 		524288
	28 	free 		6496 	-1 		524288 		524288
	29 	free 		84640 	-1 		524288 		524288
	30 	alloc 		115040 	-1 		524288 		524288
	31 	free 		25760 	-1 		524288 		524288
	32 	alloc 		55072 	-1 		524288 		524288
	33 	free 		4960 	-1 		524288 		524288
	34 	free 		44448 	-1 		524288 		524288
	35 	free 		55072 	-1 		524288 		524288
	36 	alloc 		57312 	-1 		524288 		524288
	37 	alloc 		101408 	-1 		524288 		524288
	38 	free 		110304 	-1 		524288 		524288
	39 	free 		72992 	-1 		524288 		524288
	40 	free 		58400 	-1 		524288 		524288
	41 	alloc 		71328 	-1 		524288 		524288
	42 	alloc 		26144 	-1 		524288 		524288
	43 	alloc 		55968 	-1 		524288 		524288
	44 	alloc 		17824 	-1 		524288 		524288
	45 	free 		26144 	-1 		524288 		524288
	46 	free 		57312 	-1 		524288 		524288
	47 	alloc 		49120 	-1 		524288 		524288
	48 	free 		71328 	-1 		524288 		524288
	49 	alloc 		87200 	-1 		524288 		524288
	50 	alloc 		16928 	-1 		524288 		524288
	51 	alloc 		10848 	-1 		524288 		524288
	52 	free 		16928 	-1 		524288 		524288
	53 	free 		87200 	-1 		524288 		524288
	54 	alloc 		110112 	-1 		524288 		524288
	55 	free 		113440 	-1 		524288 		524288
	56 	alloc 		36640 	-1 		524288 		524288
	57 	free 		110112 	-1 		524288 		524288
	58 	alloc 		90592 	-1 		524288 		524288
	59 	alloc 		32 	-1 		524288 		524288
	60 	free 		115040 	-1 		524288 		524288
	61 	alloc 		57312 	-1 		524288 		524288
	62 	alloc 		113952 	-1 		524288 		524288
	63 	free 		101408 	-1 		524288 		524288
	64 	alloc 		88160 	-1 		524288 		524288
	65 	free 		55968 	-1 		524288 		524288
	66 	free 		10848 	-1 		524288 		524288
	67 	alloc 		35424 	-1 		524288 		524288
	68 	alloc 		7584 	-1 		524288 		524288
	69 	free 		49120 	-1 		524288 		524288
	70 	free 		7584 	-1 		524288 		524288
	71 	alloc 		60960 	-1 		524288 		524288
	72 	alloc 		36704 	-1 		524288 		524288
	73 	free 		90592 	-1 		524288 		524288
	74 	free 		17824 	-1 		524288 		524288
	75 	alloc 		44512 	-1 		524288 		524288
	76 	alloc 		34656 	-1 		524288 		524288
	77 	free 		32 	-1 		524288 		524288
	78 	alloc 		85024 	-1 		524288 		524288
	79 	free 		36640 	-1 		524288 		524288
	80 	alloc 		42080 	-1 		524288 		524288
	81 	alloc 		39520 	-1 		524288 		524288
	82 	alloc 		79840 	-1 		524288 		524288
	83 	free 		42080 	-1 		524288 		524288
	84 	free 		57312 	-1 		524288 		524288
	85 	alloc 		79840 	-1 		524288 		524288
	86 	alloc 		110816 	-1 		524288 		524288
	87 	alloc 		61664 	-1 		524288 		524288
	88 	alloc 		51808 	-1 		524288 		524288
	89 	alloc 		53152 	-1 		524288 		524288
	90 	free 		35424 	-1 		524288 		524288
	91 	free 		113952 	-1 		524288 		524288
	92 	free 		85024 	-1 		524288 		524288
	93 	free 		88160 	-1 		524288 		524288
	94 	free 		44512 	-1 		524288 		524288
	95 	free 		36704 	-1 		524288 		524288
	96 	free 		34656 	-1 		524288 		524288
	97 	free 		39520 	-1 		524288 		524288
	98 	alloc 		40736 	-1 		524288 		524288
	99 	alloc 		108192 	-1 		524288 		524288
	100 	free 		60960 	-1 		524288 		524288
	101 	free 		79840 	-1 		524288 		524288
	102 	alloc 		43552 	-1 		524288 		524288
	103 	alloc 		95840 	-1 		524288 		524288
	104 	free 		40736 	-1 		524288 		524288
	105 	free 		53152 	-1 		524288 		524288
	106 	free 		95840 	-1 		524288 		524288
	107 	alloc 		10464 	-1 		524288 		524288
	108 	alloc 		51552 	-1 		524288 		524288
	109 	free 		110816 	-1 		524288 		524288
	110 	free 		51552 	-1 		524288 		524288
	111 	alloc 		31200 	-1 		524288 		524288
	112 	free 		79840 	-1 		524288 		524288
	113 	free 		51808 	-1 		524288 		524288
	114 	alloc 		63648 	-1 		524288 		524288
	115 	free 		61664 	-1 		524288 		524288
	116 	free 		108192 	-1 		524288 		524288
	117 	alloc 		96480 	-1 		524288 		524288
	118 	alloc 		44832 	-1 		524288 		524288
	119 	alloc 		24864 	-1 		524288 		524288
	120 	free 		24864 	-1 		524288 		524288
	121 	alloc 		80224 	-1 		524288 		524288
	122 	alloc 		91680 	-1 		524288 		524288
	123 	free 		10464 	-1 		524288 		524288
	124 	alloc 		94752 	-1 		524288 		524288
	125 	alloc 		113376 	-1 		524288 		524288
	126 	alloc 		82272 	-1 		524288 		524288
	127 	free 		43552 	-1 		524288 		524288
	128 	free 		31200 	-1 		524288 		524288
	129 	alloc 		124832 	-1 		524288 		524288
	130 	alloc 		45664 	-1 		524288 		524288
	131 	free 		63648 	-1 		524288 		524288
	132 	alloc 		94432 	-1 		524288 		524288
	133 	free 		82272 	-1 		524288 		524288
	134 	free 		94752 	-1 		524288 		524288
	135 	free 		91680 	-1 		524288 		524288
	136 	alloc 		44192 	-1 		524288 		524288
	137 	free 		94432 	-1 		524288 		524288
	138 	alloc 		93856 	-1 		524288 		524288
	139 	alloc 		124064 	-1 		524288 		524288
	140 	free 		44192 	-1 		524288 		524288
	141 	free 		44832 	-1 		524288 		524288
	142 	free 		80224 	-1 		524288 		524288
	143 	alloc 		24288 	-1 		524288 		524288
	144 	free 		96480 	-1 		524288 		524288
	145 	free 		124064 	-1 		524288 		524288
	146 	free 		113376 	-1 		524288 		524288
	147 	alloc 		84000 	-1 		524288 		524288
	148 	alloc 		62688 	-1 		524288 		524288
	149 	free 		84000 	-1 		524288 		524288
	150 	free 		124832 	-1 		524288 		524288
	151 	alloc 		123104 	-1 		524288 		524288
	152 	alloc 		84384 	-1 		524288 		524288
	153 	alloc 		67936 	-1 		524288 		524288
	154 	alloc 		67872 	-1 		524288 		524288
	155 	free 		62688 	-1 		524288 		524288
	156 	free 		45664 	-1 		524288 		524288
	157 	alloc 		91104 	-1 		524288 		524288
	158 	alloc 		21280 	-1 		524288 		524288
	159 	alloc 		8480 	-1 		524288 		524288
	160 	free 		93856 	-1 		524288 		524288
	161 	alloc 		27872 	-1 		524288 		524288
	162 	alloc 		30304 	-1 		524288 		524288
	163 	alloc 		44256 	-1 		524288 		524288
	164 	free 		21280 	-1 		524288 		524288
	165 	alloc 		93408 	-1 		524288 		524288
	166 	alloc 		46368 	-1 		524288 		524288
	167 	alloc 		47584 	-1 		524288 		524288
	168 	free 		91104 	-1 		524288 		524288
	169 	free 		44256 	-1 		524288 		524288
	170 	free 		123104 	-1 		524288 		524288
	171 	free 		24288 	-1 		524288 		524288
	172 	alloc 		122528 	-1 		524288 		524288
	173 	alloc 		56800 	-1 		524288 		524288
	174 	free 		67936 	-1 		524288 		524288
	175 	free 		67872 	-1 		524288 		524288
	176 	alloc 		69984 	-1 		524288 		524288
	177 	free 		84384 	-1 		524288 		524288
	178 	alloc 		92448 	-1 		524288 		524288
	179 	alloc 		18400 	-1 		524288 		524288
	180 	free 		27872 	-1 		524288 		524288
	181 	free 		8480 	-1 		524288 		524288
	182 	free 		122528 	-1 		524288 		524288
	183 	free 		30304 	-1 		524288 		524288
	184 	alloc 		74080 	-1 		524288 		524288
	185 	alloc 		114656 	-1 		524288 		524288
	186 	alloc 		93216 	-1 		524288 		524288
	187 	alloc 		103776 	-1 		524288 		524288
	188 	alloc 		3936 	-1 		524288 		524288
	189 	free 		46368 	-1 		524288 		524288
	190 	free 		93408 	-1 		524288 		524288
	191 	free 		69984 	-1 		524288 		524288
	192 	free 		47584 	-1 		524288 		524288
	193 	alloc 		94240 	-1 		524288 		524288
	194 	free 		93216 	-1 		524288 		524288
	195 	free 		18400 	-1 		524288 		524288
	196 	alloc 		112480 	-1 		524288 		524288
	197 	free 		56800 	-1 		524288 		524288
	198 	free 		103776 	-1 		524288 		524288
	199 	alloc 		102560 	-1 		524288 		524288
	200 	alloc 		91424 	-1 		524288 		524288
	201 	alloc 		69472 	-1 		524288 		524288
	202 	alloc 		15328 	-1 		524288 		524288
	203 	alloc 		14240 	-1 		524288 		524288
	204 	alloc 		105760 	-1 		524288 		524288
	205 	free 		92448 	-1 		524288 		524288
	206 	free 		74080 	-1 		524288 		524288
	207 	alloc 		80608 	-1 		524288 		524288
	208 	alloc 		101536 	-1 		524288 		524288
	209 	free 		91424 	-1 		524288 		524288
	210 	alloc 		63648 	-1 		524288 		524288
	211 	free 		112480 	-1 		524288 		524288
	212 	alloc 		46304 	-1 		524288 		524288
	213 	alloc 		112480 	-1 		524288 		524288
	214 	free 		114656 	-1 		524288 		524288
	215 	free 		3936 	-1 		524288 		524288
	216 	alloc 		48992 	-1 		524288 		524288
	217 	alloc 		128224 	-1 		524288 		524288
	218 	alloc 		65568 	-1 		524288 		524288
	219 	alloc 		14816 	-1 		524288 		524288
	220 	free 		15328 	-1 		524288 		524288
	221 	free 		46304 	-1 		524288 		524288
	222 	free 		94240 	-1 		524288 		524288
	223 	free 		63648 	-1 		524288 		524288
	224 	free 		14816 	-1 		524288 		524288
	225 	free 		69472 	-1 		524288 		524288
	226 	alloc 		122592 	-1 		524288 		524288
	227 	alloc 		16480 	-1 		524288 		524288
	228 	free 		101536 	-1 		524288 		524288
	229 	free 		102560 	-1 		524288 		524288
	230 	alloc 		122080 	-1 		524288 		524288
	231 	free 		14240 	-1 		524288 		524288
	232 	free 		112480 	-1 		524288 		524288
	233 	free 		105760 	-1 		524288 		524288
	234 	alloc 		116000 	-1 		524288 		524288
	235 	alloc 		65824 	-1 		524288 		524288
	236 	alloc 		110944 	-1 		524288 		524288
	237 	free 		80608 	-1 		524288 		524288
	238 	alloc 		36192 	-1 		524288 		524288
	239 	alloc 		58336 	-1 		524288 		524288
	240 	free 		48992 	-1 		524288 		524288
	241 	free 		122592 	-1 		524288 		524288
	242 	free 		116000 	-1 		524288 		524288
	243 	alloc 		57184 	-1 		524288 		524288
	244 	free 		16480 	-1 		524288 		524288
	245 	free 		65568 	-1 		524288 		524288
	246 	free 		128224 	-1 		524288 		524288
	247 	alloc 		105632 	-1 		524288 		524288
	248 	alloc 		121056 	-1 		524288 		524288
	249 	free 		121056 	-1 		524288 		524288
	250 	free 		122080 	-1 		524288 		524288
	251 	alloc 		42080 	-1 		524288 		524288
	252 	alloc 		87328 	-1 		524288 		524288
	253 	alloc 		8352 	-1 		524288 		524288
	254 	alloc 		48416 	-1 		524288 		524288
	255 	free 		105632 	-1 		524288 		524288
	256 	free 		42080 	-1 		524288 		524288
	257 	alloc 		17312 	-1 		524288 		524288
	258 	free 		57184 	-1 		524288 		524288
	259 	alloc 		63136 	-1 		524288 		524288
	260 	free 		110944 	-1 		524288 		524288
	261 	free 		65824 	-1 		524288 		524288
	262 	alloc 		47328 	-1 		524288 		524288
	263 	free 		36192 	-1 		524288 		524288
	264 	free 		58336 	-1 		524288 		524288
	265 	alloc 		52256 	-1 		524288 		524288
	266 	alloc 		118048 	-1 		524288 		524288
	267 	alloc 		98656 	-1 		524288 		524288
