POLICY: Best Fit	MEMORY SIZE: 1024


NUMBER 	SEQUENCE 	SIZE 	ADR 	MEMORY LEFT 	LARGEST CHUNK
	1 	alloc 		99744 	-1 		1048576 		1048576
	2 	alloc 		111776 	-1 		1048576 		1048576
	3 	alloc 		64864 	-1 		1048576 		1048576
	4 	alloc 		91552 	-1 		1048576 		1048576
	5 	free 		111776 	-1 		1048576 		1048576
	6 	free 		91552 	-1 		1048576 		1048576
	7 	alloc 		5600 	-1 		1048576 		1048576
	8 	alloc 		110304 	-1 		1048576 		1048576
	9 	alloc 		78688 	-1 		1048576 		1048576
	10 	alloc 		8032 	-1 		1048576 		1048576
	11 	alloc 		27872 	-1 		1048576 		1048576
	12 	alloc 		72992 	-1 		1048576 		1048576
	13 	alloc 		4960 	-1 		1048576 		1048576
	14 	alloc 		58400 	-1 		1048576 		1048576
	15 	alloc 		84640 	-1 		1048576 		1048576
	16 	free 		78688 	-1 		1048576 		1048576
	17 	alloc 		25760 	-1 		1048576 		1048576
	18 	free 		5600 	-1 		1048576 		1048576
	19 	free 		64864 	-1 		1048576 		1048576
	20 	alloc 		6496 	-1 		1048576 		1048576
	21 	alloc 		118240 	-1 		1048576 		1048576
	22 	free 		27872 	-1 		1048576 		1048576
	23 	alloc 		44448 	-1 		1048576 		1048576
	24 	free 		8032 	-1 		1048576 		1048576
	25 	alloc 		113440 	-1 		1048576 		1048576
	26 	free 		99744 	-1 		1048576 		1048576
	27 	free 		118240 	-1 		1048576 		1048576
	28 	free 		6496 	-1 		1048576 		1048576
	29 	free 		84640 	-1 		1048576 		1048576
	30 	alloc 		115040 	-1 		1048576 		1048576
	31 	free 		25760 	-1 		1048576 		1048576
	32 	alloc 		55072 	-1 		1048576 		1048576
	33 	free 		4960 	-1 		1048576 		1048576
	34 	free 		44448 	-1 		1048576 		1048576
	35 	free 		55072 	-1 		1048576 		1048576
	36 	alloc 		57312 	-1 		1048576 		1048576
	37 	alloc 		101408 	-1 		1048576 		1048576
